,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y,id,outliers
33017,24,6,0,5,0,0,0,0,5,2,1,3,1,1,-2.9,92.963,-40.8,1.262,1,36368,1
27706,42,0,1,5,0,1,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.405,1,28982,1
18916,54,2,2,0,0,0,0,0,4,2,3,999,0,0,1.4,93.444,-36.1,4.968,1,19153,1
9158,32,2,1,0,0,1,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.967,1,9293,1
21397,42,2,1,1,0,1,0,0,4,2,3,999,0,0,1.4,93.444,-36.1,4.963,1,21652,1
26574,48,2,1,1,0,1,1,0,8,4,3,999,0,0,-0.1,93.2,-42.0,4.021,1,27526,1
35592,58,8,1,0,0,0,0,0,3,3,1,3,4,1,-1.8,93.876,-40.0,0.6829999999999999,0,39656,1
29377,42,3,1,5,0,1,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31188,1
1516,50,5,1,4,0,1,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.855,1,1550,1
23360,41,1,1,2,0,1,0,1,4,3,15,999,0,0,1.4,93.444,-36.1,4.962,1,23628,1
11381,45,8,1,0,0,1,0,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.959,1,11551,1
6490,47,3,1,3,0,1,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.857,1,6590,1
8200,50,0,1,5,0,0,0,1,5,2,1,999,0,0,1.4,94.465,-41.8,4.864,1,8321,1
22354,59,7,1,0,0,0,0,0,4,4,2,999,0,0,1.4,93.444,-36.1,4.964,1,22616,1
9169,30,3,1,3,0,0,1,1,5,4,8,999,0,0,1.4,94.465,-41.8,4.967,1,9304,1
33669,43,4,2,2,0,1,0,0,4,1,3,999,0,0,-2.9,92.201,-31.4,0.884,1,37150,1
10012,39,4,0,5,0,1,0,1,5,3,3,999,0,0,1.4,94.465,-41.8,4.958,1,10160,1
30929,43,3,1,3,0,1,1,0,3,2,2,999,0,0,-1.8,92.893,-46.2,1.291,1,33498,1
3739,41,3,2,2,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.859,1,3813,1
6,59,0,1,1,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,6,1
2744,30,3,2,4,0,1,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.859,1,2805,1
36060,32,0,0,0,0,0,0,0,2,2,1,999,0,0,-1.7,94.215,-40.3,0.893,0,40263,1
4219,40,0,1,5,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,1,4298,1
17147,47,2,0,1,0,1,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.962,0,17365,1
24432,29,0,0,0,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,24862,1
15196,56,0,1,0,0,0,1,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.957,1,15401,1
2454,48,1,1,4,0,1,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.856,1,2507,1
29937,36,3,1,3,0,1,1,0,3,3,3,999,0,0,-1.8,92.893,-46.2,1.327,1,32019,1
22666,33,0,0,0,0,1,0,0,4,0,4,999,0,0,1.4,93.444,-36.1,4.965,1,22929,1
644,47,0,2,0,0,1,0,1,3,2,3,999,0,0,1.1,93.994,-36.4,4.857,1,666,1
18401,28,3,1,3,0,1,0,0,2,3,3,999,0,0,1.4,93.918,-42.7,4.968,1,18635,1
9584,37,0,1,5,0,0,0,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.961,1,9728,1
35158,36,0,1,0,0,1,0,1,9,4,4,999,0,0,-3.0,92.713,-33.0,0.71,1,39070,1
30296,26,3,1,2,0,0,0,0,3,0,7,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32555,1
4490,24,4,0,5,0,0,0,1,3,2,3,999,0,0,1.1,93.994,-36.4,4.856,1,4573,1
28401,46,3,1,4,0,1,0,0,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,1,29940,1
36182,77,8,1,1,0,1,0,0,4,4,1,3,6,1,-1.7,94.027,-38.3,0.905,0,40421,1
9245,36,0,2,5,0,1,1,1,5,4,5,999,0,0,1.4,94.465,-41.8,4.967,1,9386,1
2556,57,3,1,3,0,1,1,1,3,2,7,999,0,0,1.1,93.994,-36.4,4.856,1,2610,1
22720,43,2,1,1,0,0,1,0,4,0,4,999,0,0,1.4,93.444,-36.1,4.965,1,22984,1
26453,44,3,1,2,0,1,1,0,8,4,2,999,0,0,-0.1,93.2,-42.0,4.021,1,27375,1
7802,48,3,1,3,0,1,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.865,1,7920,1
27997,34,0,1,4,0,1,0,0,1,0,5,999,0,0,-1.8,93.075,-47.1,1.405,1,29394,1
23917,52,8,2,0,0,0,0,0,8,0,2,999,0,0,-0.1,93.2,-42.0,4.191,1,24215,1
6255,43,0,1,5,0,0,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.857,1,6352,1
20525,48,0,1,0,0,1,1,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.965,1,20774,1
12264,37,3,1,4,0,0,0,0,2,0,4,999,0,0,1.4,93.918,-42.7,4.96,1,12446,1
144,40,0,1,0,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,148,1
35391,64,7,1,3,0,1,0,0,6,1,2,999,0,0,-1.8,93.369,-34.8,0.634,0,39386,1
30722,43,0,0,0,0,0,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33194,1
11141,26,0,0,5,0,0,0,1,5,3,5,999,0,0,1.4,94.465,-41.8,4.961,1,11306,1
36407,30,2,0,1,0,0,0,0,7,2,1,6,1,1,-1.1,94.199,-37.5,0.877,1,40713,1
24213,38,5,1,4,0,1,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24582,1
3220,37,0,2,5,0,0,0,1,3,3,10,999,0,0,1.1,93.994,-36.4,4.86,1,3287,1
7747,38,2,0,1,0,1,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.865,1,7865,1
18501,56,3,1,2,0,1,0,0,2,3,5,999,0,0,1.4,93.918,-42.7,4.968,1,18735,1
31489,33,3,1,4,0,1,0,1,3,3,5,999,0,0,-1.8,92.893,-46.2,1.266,1,34332,1
9090,44,2,1,1,0,0,0,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.967,1,9221,1
6304,59,7,2,3,0,0,0,1,3,2,3,999,0,0,1.1,93.994,-36.4,4.857,1,6401,1
4073,31,0,1,5,0,0,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4151,1
24196,40,2,0,4,0,1,1,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24558,1
33960,39,3,1,2,0,0,0,0,4,3,2,3,1,1,-2.9,92.201,-31.4,0.873,0,37524,1
6618,44,0,0,5,0,0,0,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.857,1,6719,1
5140,57,3,1,3,0,1,1,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.857,1,5229,1
524,36,3,0,4,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,541,1
35127,64,9,1,3,0,0,0,1,9,3,1,999,0,0,-3.0,92.713,-33.0,0.7140000000000001,1,39027,1
27878,28,0,0,0,0,0,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.405,1,29229,1
22102,36,0,0,0,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.963,1,22362,1
32885,52,0,2,0,0,1,1,0,3,3,3,999,0,0,-1.8,92.893,-46.2,1.27,1,36208,1
5216,41,0,1,2,0,0,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.857,1,5308,1
19661,47,0,1,5,0,0,0,0,4,4,3,999,0,0,1.4,93.444,-36.1,4.966,1,19906,1
34531,33,10,1,5,0,0,1,0,0,2,1,999,0,0,-3.4,92.431,-26.9,0.742,1,38262,1
20946,40,2,1,1,0,1,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.963,1,21199,1
29463,30,3,1,4,0,1,0,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.334,1,31304,1
36678,51,4,1,5,0,0,1,0,8,0,2,3,4,1,-1.1,94.767,-50.8,1.05,1,41069,1
13787,28,4,1,5,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,13985,1
19245,38,4,0,5,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.968,1,19486,1
19237,29,0,1,0,0,0,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.968,1,19478,1
608,40,2,1,1,0,0,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.857,1,629,1
2296,48,2,1,5,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,1,2348,1
31099,34,8,1,0,0,0,1,1,3,1,5,6,1,1,-1.8,92.893,-46.2,1.281,1,33757,1
13209,34,0,1,5,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.962,1,13404,1
30038,31,4,0,5,0,0,0,0,3,4,2,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32155,1
28037,24,2,0,5,0,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.405,1,29440,1
18040,24,2,0,0,0,0,0,0,2,1,4,999,0,0,1.4,93.918,-42.7,4.963,1,18273,1
28786,25,3,0,4,0,1,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.365,1,30387,1
11095,57,7,1,3,0,0,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.961,1,11260,1
14636,37,4,2,4,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.957,1,14839,1
22802,32,2,1,1,0,1,0,0,4,2,2,999,0,0,1.4,93.444,-36.1,4.965,1,23067,1
17612,58,9,1,3,0,1,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.961,1,17841,1
13012,32,3,1,3,0,1,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.962,1,13204,1
16101,46,3,1,3,0,0,0,0,2,2,4,999,0,0,1.4,93.918,-42.7,4.961,1,16310,1
1668,34,2,0,1,0,0,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.855,1,1704,1
22624,30,2,0,0,0,1,0,0,4,0,13,999,0,0,1.4,93.444,-36.1,4.965,1,22887,1
8662,48,0,0,0,0,1,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8786,1
25811,31,0,1,0,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26587,1
15265,35,2,1,0,0,0,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.957,1,15471,1
35725,29,0,0,0,0,1,0,0,5,1,1,6,3,1,-1.7,94.055,-39.8,0.715,0,39828,1
7928,41,3,1,4,0,0,0,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.865,1,8047,1
2139,29,8,0,0,0,1,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.857,1,2185,1
26657,40,4,0,5,0,0,0,0,8,4,3,999,0,0,-0.1,93.2,-42.0,4.021,1,27628,1
34625,21,6,0,5,0,0,0,0,0,0,1,999,0,0,-3.4,92.431,-26.9,0.7390000000000001,0,38386,1
29557,52,4,1,2,0,1,0,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.334,1,31459,1
27169,44,4,2,5,0,0,0,0,1,2,1,999,0,0,-1.8,93.075,-47.1,1.453,1,28245,1
3765,25,0,1,5,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.859,1,3839,1
9226,35,0,1,0,0,0,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.967,1,9367,1
31304,38,1,1,4,0,0,1,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.281,0,34070,1
14370,34,0,0,0,0,0,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.961,1,14571,1
13967,30,0,0,0,0,0,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.962,1,14166,1
11573,40,4,1,2,0,0,0,1,5,4,11,999,0,0,1.4,94.465,-41.8,4.959,1,11745,1
16857,51,5,1,2,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.962,1,17073,1
20897,50,0,1,0,0,0,0,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.963,1,21150,1
7189,34,3,1,2,0,0,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.86,1,7296,1
15369,38,5,2,0,0,1,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.957,1,15575,1
33029,32,0,1,0,0,1,1,0,5,2,1,999,0,0,-2.9,92.963,-40.8,1.262,0,36386,1
28466,29,0,0,5,0,1,1,1,1,1,4,999,0,0,-1.8,93.075,-47.1,1.405,1,30015,1
13710,55,5,1,1,0,1,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,13906,1
11774,52,8,1,3,0,0,0,1,5,2,5,999,0,0,1.4,94.465,-41.8,4.958,1,11950,1
7835,25,1,0,0,0,0,0,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.865,1,7953,1
19731,30,0,0,5,0,1,0,0,4,4,3,999,0,0,1.4,93.444,-36.1,4.966,1,19976,1
23356,33,2,0,0,0,1,0,0,4,3,14,999,0,0,1.4,93.444,-36.1,4.962,1,23624,1
34174,58,7,1,5,0,1,0,0,4,2,6,3,1,1,-2.9,92.201,-31.4,0.838,0,37805,1
7706,43,7,1,3,0,1,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.865,1,7824,1
34740,32,0,0,0,0,0,0,0,0,1,1,999,0,0,-3.4,92.431,-26.9,0.7240000000000001,0,38531,1
4590,41,2,1,0,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4673,1
12415,23,4,0,5,0,0,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.96,1,12600,1
5870,28,3,1,4,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,5966,1
35448,54,0,1,5,0,0,0,0,1,0,1,12,1,1,-1.8,93.749,-34.6,0.643,1,39470,1
34548,28,0,0,5,0,0,0,1,0,1,1,999,0,0,-3.4,92.431,-26.9,0.742,0,38284,1
28784,41,8,1,5,0,1,0,0,1,3,2,999,0,0,-1.8,93.075,-47.1,1.365,1,30385,1
31223,55,3,1,4,0,1,1,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,1,33948,1
8624,45,4,1,5,0,0,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8748,1
23320,35,2,1,0,0,0,0,0,4,3,5,999,0,0,1.4,93.444,-36.1,4.962,1,23588,1
6089,30,4,1,5,0,1,1,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6185,1
25430,53,8,1,3,0,1,0,0,8,1,7,999,0,0,-0.1,93.2,-42.0,4.12,1,26135,1
2509,36,3,2,5,0,0,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.856,1,2563,1
3309,47,3,1,3,0,1,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.86,1,3377,1
29791,33,2,1,0,0,0,0,0,3,3,3,999,0,0,-1.8,92.893,-46.2,1.327,1,31799,1
4571,56,1,1,3,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4654,1
163,56,0,2,0,0,0,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.857,1,167,1
36027,37,10,0,0,0,1,1,0,2,1,1,5,2,1,-1.7,94.215,-40.3,0.8809999999999999,0,40221,1
4884,30,3,1,4,0,0,1,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4969,1
34149,69,9,1,3,0,0,0,1,4,0,4,999,0,0,-2.9,92.201,-31.4,0.843,1,37773,1
9019,35,3,0,3,0,0,1,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.967,1,9150,1
12210,56,2,1,0,0,0,0,0,2,0,19,999,0,0,1.4,93.918,-42.7,4.96,1,12392,1
3704,33,3,1,1,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.859,1,3777,1
20855,33,2,0,1,0,1,0,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.963,1,21107,1
17156,38,2,1,1,0,0,0,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.962,1,17374,1
5376,33,4,0,4,0,0,1,1,3,4,9,999,0,0,1.1,93.994,-36.4,4.857,1,5468,1
4872,36,4,1,5,0,1,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4956,1
34303,45,9,0,3,0,1,0,0,7,0,1,999,0,0,-3.4,92.379,-29.8,0.797,0,37972,1
17903,25,4,0,4,0,0,1,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,1,18136,1
15232,31,3,2,4,0,1,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.957,1,15438,1
26424,29,0,0,0,0,1,0,0,8,4,5,999,0,0,-0.1,93.2,-42.0,4.021,1,27338,1
15685,26,4,0,5,0,1,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.96,1,15892,1
16221,55,7,1,3,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,0,16430,1
10516,43,0,0,5,0,0,1,1,5,2,2,999,0,0,1.4,94.465,-41.8,4.961,1,10673,1
8767,59,7,1,5,0,0,1,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8893,1
12260,42,9,2,3,0,0,0,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.96,1,12442,1
11859,42,3,1,4,0,0,0,1,5,3,5,999,0,0,1.4,94.465,-41.8,4.955,1,12037,1
582,31,4,1,5,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,603,1
34626,59,9,1,3,0,0,0,1,0,2,1,999,0,0,-3.4,92.431,-26.9,0.737,1,38388,1
19814,56,3,1,3,0,1,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,20059,1
11265,46,3,1,2,0,0,0,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.959,1,11431,1
1579,51,4,1,5,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.855,1,1615,1
29217,36,3,2,4,0,1,0,1,3,2,2,999,0,0,-1.8,92.893,-46.2,1.344,1,30943,1
15855,44,3,1,1,0,0,0,0,2,2,4,999,0,0,1.4,93.918,-42.7,4.961,1,16063,1
18856,32,0,0,5,0,1,0,0,4,2,2,999,0,0,1.4,93.444,-36.1,4.968,1,19092,1
11752,31,4,0,1,0,1,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.959,1,11927,1
354,40,10,2,5,0,0,0,1,3,2,3,999,0,0,1.1,93.994,-36.4,4.857,1,360,1
13900,40,5,1,0,0,0,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.962,1,14098,1
36161,47,0,1,5,0,0,0,0,4,3,2,16,1,1,-1.7,94.027,-38.3,0.904,0,40398,1
2289,53,2,1,1,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,1,2341,1
33479,36,4,1,0,0,0,1,0,5,2,2,3,1,1,-2.9,92.963,-40.8,1.206,0,36923,1
14846,29,0,0,0,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,15049,1
35352,39,2,2,5,0,0,0,0,6,0,1,3,1,1,-1.8,93.369,-34.8,0.639,0,39329,1
13495,32,0,0,1,0,1,0,1,2,3,1,999,0,0,1.4,93.918,-42.7,4.963,1,13691,1
5827,38,5,1,0,0,0,0,1,3,2,5,999,0,0,1.1,93.994,-36.4,4.857,1,5923,1
11353,56,2,1,5,0,1,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.959,1,11523,1
28822,27,0,0,1,0,1,1,1,1,3,3,999,0,0,-1.8,93.075,-47.1,1.365,1,30425,1
27045,32,3,1,4,0,1,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.479,1,28067,1
32724,25,0,0,0,0,1,1,0,3,2,2,999,0,0,-1.8,92.893,-46.2,1.266,1,36021,1
26618,47,0,1,0,0,1,0,0,8,4,3,999,0,0,-0.1,93.2,-42.0,4.021,1,27577,1
20935,36,0,1,0,0,0,0,0,4,0,4,999,0,0,1.4,93.444,-36.1,4.963,1,21188,1
5467,41,0,0,5,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5559,1
4609,38,3,1,1,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4692,1
6525,56,7,1,2,0,1,0,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.857,1,6626,1
25448,38,2,1,1,0,1,1,0,8,1,3,999,0,0,-0.1,93.2,-42.0,4.12,1,26160,1
17247,35,5,0,0,0,0,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.962,1,17470,1
13891,31,0,0,4,0,1,0,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.962,1,14089,1
21898,31,0,0,0,0,0,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.963,1,22156,1
459,42,8,1,0,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,0,469,1
25513,36,0,1,0,0,0,0,1,8,3,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26233,1
31728,34,10,1,4,0,1,0,0,3,3,4,999,0,0,-1.8,92.893,-46.2,1.266,1,34673,1
31699,27,3,1,3,0,1,0,0,3,3,2,999,0,0,-1.8,92.893,-46.2,1.266,1,34635,1
27193,41,3,1,3,0,1,0,0,1,1,1,999,0,0,-1.8,93.075,-47.1,1.445,1,28276,1
33705,74,7,1,5,0,0,0,0,4,3,1,999,0,0,-2.9,92.201,-31.4,0.883,1,37192,1
31541,49,4,1,5,0,0,0,0,3,3,1,999,0,0,-1.8,92.893,-46.2,1.266,1,34403,1
19175,54,7,1,5,0,0,0,0,4,1,4,999,0,0,1.4,93.444,-36.1,4.967,1,19415,1
27360,30,0,1,0,0,0,0,0,1,2,1,999,0,0,-1.8,93.075,-47.1,1.423,0,28498,1
1301,30,3,1,4,0,1,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.855,1,1334,1
13340,46,0,2,0,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.963,1,13536,1
31917,33,0,1,5,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.25,1,34947,1
9206,34,3,2,1,0,0,0,1,5,4,23,999,0,0,1.4,94.465,-41.8,4.967,1,9345,1
29412,54,8,2,0,0,0,0,1,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31237,1
3534,35,2,1,1,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.859,1,3603,1
7484,48,0,1,1,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.864,1,7600,1
453,31,3,0,4,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,463,1
14568,32,3,0,2,0,1,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.957,1,14769,1
27070,44,8,2,0,0,1,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.479,1,28107,1
16605,49,2,1,1,0,0,1,0,2,3,2,999,0,0,1.4,93.918,-42.7,4.962,1,16817,1
16055,50,3,1,3,0,1,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.961,1,16263,1
27972,39,8,1,0,0,0,1,0,1,4,3,999,0,0,-1.8,93.075,-47.1,1.405,1,29358,1
35339,34,0,0,0,0,1,0,0,6,3,2,6,3,1,-1.8,93.369,-34.8,0.643,0,39314,1
23279,33,2,1,1,0,0,0,0,4,3,3,999,0,0,1.4,93.444,-36.1,4.962,1,23547,1
13443,25,2,1,0,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.963,1,13639,1
7859,30,3,1,1,0,0,0,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.865,1,7978,1
3009,43,2,1,1,0,1,0,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.859,1,3071,1
36069,48,9,1,1,0,1,0,0,2,1,2,6,2,1,-1.7,94.215,-40.3,0.8959999999999999,0,40275,1
7430,33,4,0,5,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.864,1,7545,1
238,34,8,1,0,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,242,1
16333,56,7,1,1,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,1,16543,1
30127,28,3,1,4,0,0,1,0,3,4,4,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32290,1
14240,36,0,1,5,0,1,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.961,1,14439,1
9395,25,4,1,5,0,1,0,1,5,0,9,999,0,0,1.4,94.465,-41.8,4.961,1,9539,1
6422,45,3,1,3,0,0,0,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.857,1,6521,1
12081,36,7,1,0,0,0,0,1,2,3,1,999,0,0,1.4,93.918,-42.7,4.966,1,12261,1
9751,60,2,2,1,0,0,0,1,5,1,1,999,0,0,1.4,94.465,-41.8,4.959,1,9896,1
23805,41,0,0,5,0,1,0,1,8,3,1,999,0,0,-0.1,93.2,-42.0,4.592,0,24083,1
18125,28,4,1,5,0,1,0,0,2,3,6,999,0,0,1.4,93.918,-42.7,4.968,1,18358,1
34409,32,2,1,0,0,0,0,0,7,1,3,999,0,0,-3.4,92.379,-29.8,0.768,1,38099,1
35078,64,0,1,0,0,0,1,0,9,3,3,999,0,0,-3.0,92.713,-33.0,0.72,1,38969,1
35577,50,0,1,0,0,1,0,0,3,1,2,3,3,1,-1.8,93.876,-40.0,0.682,0,39638,1
25478,35,2,1,1,0,0,0,0,8,3,6,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26193,1
6773,44,4,1,5,0,1,1,1,3,1,4,999,0,0,1.1,93.994,-36.4,4.857,1,6875,1
22504,35,2,1,1,0,0,1,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.965,1,22767,1
15338,41,9,1,5,0,1,0,0,2,4,4,999,0,0,1.4,93.918,-42.7,4.957,1,15544,1
36748,35,2,2,3,0,1,0,0,8,2,3,4,2,1,-1.1,94.767,-50.8,1.035,0,41163,1
15944,58,7,1,3,0,0,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.961,1,16152,1
20455,54,3,1,3,0,1,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.965,1,20704,1
20417,57,0,1,0,0,0,0,0,4,1,4,999,0,0,1.4,93.444,-36.1,4.965,0,20664,1
2372,51,0,0,2,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,0,2424,1
4226,30,4,2,4,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,1,4305,1
30000,38,3,0,4,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32102,1
9941,55,1,1,3,0,1,1,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.958,1,10089,1
7212,45,3,1,2,0,1,0,1,3,3,11,999,0,0,1.1,93.994,-36.4,4.86,1,7319,1
401,41,0,1,5,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,410,1
7197,59,8,1,3,0,1,0,1,3,3,4,999,0,0,1.1,93.994,-36.4,4.86,1,7304,1
11281,29,3,0,4,0,0,0,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.959,1,11448,1
